adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,genre_ids
False,/be5SIsRGMckO8tU9lrLcIik70Dy.jpg,,,,,1246049,,,fr,Dracula,"In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death.",40.3563,/libhghrUSBSEdHgF9uP1SQES0nQ.jpg,,,2025-07-30,,,,,,Dracula,False,7.103,956,"[27, 14, 10749]"
False,/kVSUUWiXoNwq2wVCZ4Mcqkniqvr.jpg,,,,,991494,,,en,The SpongeBob Movie: Search for SquarePants,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",32.759,/xJnOMMsFASxNiFnG7v3TNIQ3ife.jpg,,,2025-12-16,,,,,,The SpongeBob Movie: Search for SquarePants,False,6.8,239,"[16, 10751, 35, 12, 14]"
False,/3NyvmfxxK9FRbxvyr7KdTWdeZqQ.jpg,,,,,31250,,,hu,Kis Vuk,"The film is about Little Vuk, the son of the legendary fox who proves its excellent mind and courage.",28.9029,/9JmD7mrimja0tpHMhiA231h6JHx.jpg,,,2008-04-17,,,,,,A Fox's Tale,False,1.77,23,"[10751, 16, 12]"
False,/cYyNJzwhaj7aC4uTlUctrfaERbf.jpg,,,,,1305781,,,zh,镖人：风起大漠,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",31.2143,/AbunjMKX4P1sDNlKfhYrWkIoRD9.jpg,,,2026-02-17,,,,,,Blades of the Guardians: Wind Rises in the Desert,False,7.367,30,"[28, 18, 36]"
False,/ncI1PlBcANixIkgQSnjsSRz4OyT.jpg,,,,,1439112,,,en,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",31.8602,/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,,,2025-11-13,,,,,,Muzzle: City of Wolves,False,6.705,112,"[28, 53, 9648]"
False,/filZFYKr17wIJ4j1Cz115DOdegh.jpg,,,,,875828,,,en,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",32.6923,/gRMalasZEzsZi4w2VFuYusfSfqf.jpg,,,2026-03-05,,,,,,Peaky Blinders: The Immortal Man,False,8.6,12,"[80, 18, 10752]"
False,,,,,,413766,,,en,Zombie Prom,"Zombie Prom is a 1950s horror comic book brought to life as a musical comedy film. It is a campy, rollicking, romp through America's ""Atomic Age"" and the ""Golden Age"" of horror comic books. Here's the story...  Set in the fabulous '50s, this is the tale of a sweet teenage girl named, TOFFEE (a Gidget-type) and her ""rebel without a cause"" boyfriend, JONNY. The two meet at Enrico Fermi High School and fall in love, but the principal, MISS DELILAH STRICT (Stalin in pumps and a dress!) intervenes, persuading the indecisive young Toffee to break up with Jonny. Tortured by the betrayal, Jonny drives his motorcycle to the nearby Francis Gary Powers Nuclear Power Plant and flings himself into a nuclear cooling tower! But then he returns as a teenage nuclear zombie",28.4966,/6HvTONoBSrToDrHO9x6lk3cAVhx.jpg,,,2006-02-09,,,,,,Zombie Prom,False,6.5,2,"[27, 35]"
False,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,,,,,634649,,,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",31.4074,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,,,2021-12-15,,,,,,Spider-Man: No Way Home,False,7.9,21672,"[28, 12, 878]"
False,/mUMZ27soCf9qIi7EKSh56SU5b6A.jpg,,,,,1499826,,,en,Caring Cabin,"Starring electronic-music pioneer Beverly Glenn-Copeland and conceived by his wife and creative partner Elizabeth, this never-before-seen pilot for an unproduced children’s show is a joyous, colorful kaleidoscope of handmade puppets, eye-whirling archival montage, and Glenn-Copeland’s transcendent music. Though the planned series ultimately never came to fruition due to Glenn-Copeland’s subsequent dementia diagnosis, this small treasure is a testament to the radiant imagination of a singularly serene, inspirational life force who is a beacon to both underground music and the trans community.",27.4251,/zC84wmZcQPanuKQg5288go9QQ2P.jpg,,,2025-07-01,,,,,,Caring Cabin,False,0.0,0,[10751]
False,/w3FWfG5BAqHltSxOaGFge36LUMI.jpg,,,,,553510,,,fr,Bizet: Carmen,"With a devilish sway of the hips and a hint of Andalusian flair, Carmen, the beautiful cigar-maker sets her sights on a soldier: Don José. Fate will do the rest. Composed to a libretto by Meilhac and Halévy based on Prosper Mérimée’s novella, the opera exploded the boundaries between tragedy and comedy with a modernity that caused a scandal at the time. Can we kill the one we love with love? The fiery beauty of Bizet’s music, where one unforgettable aria follows another, has worked year in, year out to make it the world’s most performed opera.",26.4117,/tYtzaMu0rzWcp2jUHD7IvRo0La.jpg,,,2017-03-07,,,,,,Bizet: Carmen,False,0.0,0,[18]
False,/yRBc6WY3r1Fz5Cjd6DhSvzqunED.jpg,,,,,1061474,,,en,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",28.8263,/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,,,2025-07-09,,,,,,Superman,False,7.35,4483,"[878, 12, 28]"
False,,,,,,431418,,,pt,Carnaval,,30.2507,/zGlHprcPAdtROqvknreoIp9pip0.jpg,,,1990-02-07,,,,,,Carnaval,False,0.0,0,[18]
False,/z51Wzj94hvAIsWfknifKTqKJRwp.jpg,,,,,120,,,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",31.4849,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,,,2001-12-18,,,,,,The Lord of the Rings: The Fellowship of the Ring,False,8.429,27167,"[12, 14, 28]"
False,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,,,,,27205,,,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",28.7399,/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,,,2010-07-15,,,,,,Inception,False,8.37,38854,"[28, 878, 12]"
False,/yKWZIDo4ixcDUeelk2QGVA1EVmC.jpg,,,,,1078605,,,en,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",30.7519,/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,,,2025-08-04,,,,,,Weapons,False,7.266,3066,"[27, 9648]"
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,,,,,269149,,,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",31.6805,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,,,2016-02-11,,,,,,Zootopia,False,7.76,17830,"[16, 12, 10751, 35]"
False,/bf5TG9RODkPXmtJSgf8Iymof1wl.jpg,,,,,1214931,,,en,Nuremberg,"In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.",30.4428,/7cWTGH2svfNHWVRjsfKIBob9pDj.jpg,,,2025-11-06,,,,,,Nuremberg,False,7.341,737,"[36, 18]"
False,/pUNfHmVqfwRdILhCkU8TdysVOXo.jpg,,,,,533533,,,en,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",29.9864,/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,,,2025-10-08,,,,,,TRON: Ares,False,6.476,1270,"[878, 12, 28]"
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,,,,,299536,,,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",34.5686,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,,,2018-04-25,,,,,,Avengers: Infinity War,False,8.234,31613,"[12, 28, 878]"
False,/jZkkch6yrP1tVVfEU2uqwej9rBM.jpg,,,,,10184,,,en,He's Just Not That Into You,"Have you ever wondered why they said they would call but didn't, or why they don't want to sleep with you anymore, or why your relationship isn't going to the next level? Maybe they're just not that into you. Gigi wants a man who says he'll call her - and actually does - while Alex advises her to stop waiting by the phone. Beth wants a proposal after years of a committed relationship with her boyfriend, Neil, who is just fine with the way things are. Janine's not sure if she can trust her husband, Ben, who can't quite trust himself around Anna. Anna can't decide between the sexy married guy or her straightforward, no-sparks standby, Conor, who can't get over the fact that he can't have her. And Mary, who's found an entire network of loving, supportive men, just needs to find one who's straight.",20.9432,/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg,,,2009-02-06,,,,,,He's Just Not That Into You,False,6.627,3996,"[35, 10749, 18]"
False,/xcBlMEvzuaHoWANKYn5PGvcW4OC.jpg,,,,,1110034,,,no,Kraken,"Marine biologist Johanne is doing research on a fish farm in Vangsnes, a rural community located by the fjord, when she encounters several strange occurrences. Along with the brutal deaths of two local teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see? At the bottom of the deepest fjord rests a mythical monster as large as a mountain, with a myriad of arms ready to crush and devour anything they can grab.",37.9422,/jVsflOu9WpMqUJ3WwVX2mITi86S.jpg,,,2026-02-06,,,,,,Kraken,False,6.2,8,"[27, 28, 53]"
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,,,,,19995,,,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",28.427,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,,,2009-12-16,,,,,,Avatar,False,7.6,33622,"[28, 12, 878]"
False,/oIJjO1CvEdTMFNkWfHaV0RB584G.jpg,,,,,628847,,,en,Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",27.8297,/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,,,2025-11-14,,,,,,Trap House,False,6.531,239,"[28, 80, 53]"
False,/54BOXpX2ieTXMDzHymdDMnUIzYG.jpg,,,,,1228246,,,en,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",33.0071,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,,,2025-12-03,,,,,,Five Nights at Freddy's 2,False,6.694,815,"[27, 53]"
False,/3I2RO8UuAliSuX25jK59stqFZW1.jpg,,,,,1600672,,,ja,エヴァンゲリオン放送30周年記念特別興行,A short film celebrating the 30th anniversary of Neon Genesis Evangelion starring both the classic and Rebuild iterations of Asuka. The short comedically explores alternate timelines.,24.4822,/jWKTLEbJCsbfIQV4IsiU9H1qRAN.jpg,,,2026-02-21,,,,,,EVANGELION 30th Anniversary Special Screening,False,7.667,3,"[16, 878, 35]"
False,/ryfdvhVSL5WR6pUwQWgt1snHmj2.jpg,,,,,318572,,,ta,ஆம்பள,"Three brothers return to their native village to mend the relationship between their estranged father and his sisters. However, to unite the family, the brothers are told to marry their cousins.",18.4139,/jqGe0XmVkLIjRALf3WdDiHEms6r.jpg,,,2015-01-15,,,,,,Aambala,False,5.5,23,"[28, 35, 10751]"
False,/qBChUbS8ksbJoPTfZpogsnxG5tY.jpg,,,,,597,,,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",27.4398,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,,,1997-12-18,,,,,,Titanic,False,7.903,26892,"[18, 10749]"
False,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,,,,,155,,,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",30.5181,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,,,2008-07-16,,,,,,The Dark Knight,False,8.527,35340,"[28, 80, 53]"
False,/ylkdrn23p3gQcHx7ukIfuy2CkTE.jpg,,,,,693134,,,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",28.5311,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,,,2024-02-27,,,,,,Dune: Part Two,False,8.1,7643,"[878, 12]"
False,/ySHUoK4utUOiSfCinw81H1TsV0E.jpg,,,,,1241470,,,en,Osiris,"Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",36.5025,/3YtZHtXPNG5AleisgEatEfZOT2w.jpg,,,2025-07-25,,,,,,Osiris,False,5.926,210,"[878, 28, 27]"
False,/61MrK5U4w4MVL1vfwoG12zYPJ8B.jpg,,,,,615457,,,en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",20.3213,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,,,2021-03-18,,,,,,Nobody,False,7.885,8133,"[28, 53]"
False,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,,,,,122,,,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",31.2123,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,,,2003-12-17,,,,,,The Lord of the Rings: The Return of the King,False,8.494,26180,"[12, 14, 28]"
False,/tN3pTxkQoP96wtaEahYuRVdUWb2.jpg,,,,,701387,,,en,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",26.5759,/rSdOua3wKMEaFWDcKAYWRjXQWOt.jpg,,,2025-10-23,,,,,,Bugonia,False,7.353,1647,"[878, 53, 35]"
False,/w57nxiBIODAYHLRs1xmrCY9zEFe.jpg,,,,,1083637,,,kn,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",25.7696,/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,,,2025-10-01,,,,,,Kantara - A Legend: Chapter 1,False,6.985,68,"[28, 18, 14]"
False,/vSoLGg1bFIDIxugOODU4VHQcZrg.jpg,,,,,795615,,,cy,Gwleđđ,"A wealthy family hosts a sumptuous dinner, only for a mysterious young server to chillingly unravel their lives with terrifying consequences they could never see coming.",24.6235,/z7qDuUII2IgJ1I7HgElWn44d3JA.jpg,,,2021-11-19,,,,,,The Feast,False,5.7,85,"[27, 53]"
False,/34edT0SIrmUqH59J5OAQqYxp11D.jpg,,,,,1266127,,,en,Ready or Not: Here I Come,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",27.9789,/13ZcJzSGEqVgDSqsS9U5EkQwPkV.jpg,,,2026-03-19,,,,,,Ready or Not: Here I Come,False,7.9,5,"[27, 53, 35]"
False,/l8m1yRpUVkgE3ok7AmvpBWQOFeH.jpg,,,,,571756,,,de,Leberkäsjunkie,"While dealing with a burnt-down house, smelly diapers and brutal lack of sleep, a Lower Bavarian police officer faces his worst adversary: cholesterol.",25.6479,/gMCNiOVCSxg4C7per145CVVFd18.jpg,,,2019-08-01,,,,,,Leberkäsjunkie,False,6.933,105,"[35, 80]"
False,/1bVq5JXx7d4kEx4kctrEzFuiyBo.jpg,,,,,1715,,,en,The Cider House Rules,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",30.5935,/qAECAgqjSFRVZzEEGbFAZqZNiDh.jpg,,,1999-12-17,,,,,,The Cider House Rules,False,7.075,1270,[18]
False,/8siXo3LHPNW7ZCeM5YTIQnZLLKJ.jpg,,,,,1095885,,,en,SHARE?,"A man awakens stripped of all of his possessions and trapped in a bare room. Aided by a primitive computer, he must learn to survive in his new isolated existence where entertainment is the only currency.",25.1435,/9HZv3pcDFZDSl8pdzxohHQZa1y3.jpg,,,2023-11-10,,,,,,SHARE?,False,5.5,22,"[53, 878]"
False,/wt0gb7ISUf8IyaJ4tnZVltvWoo7.jpg,,,,,1353333,,,en,Mouseboat Massacre,The story follows a young woman battling a drug addiction who suddenly begins to see a mutated mouse human hybrid who infests her life. Those around her begin to drop like flies.,26.4582,/ctKqevqOwbeVg5GLQLu5VvnCjan.jpg,,,2025-05-09,,,,,,Mouseboat Massacre,False,5.661,28,[27]
False,/eyvIBnJSxZDyek4s7YytUNmtstR.jpg,,,,,1198994,,,en,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",27.5603,/mlV70IuchLZXcXKowjwSpSfdfUB.jpg,,,2026-01-22,,,,,,Send Help,False,7.1,366,"[27, 53, 35]"
False,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,,,,,4247,,,en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",29.0896,/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,,,2000-07-07,,,,,,Scary Movie,False,6.4,7604,[35]
False,/r0EBtfYplRIagrYMfi0pni3xpzr.jpg,,,,,1835,,,en,"Farewell, My Lovely","Private eye Philip Marlowe is hired by ex-con Moose Malloy to find his girlfriend, a former lounge dancer. While also investigating the murder of a client and the theft of a jade necklace, Marlowe becomes entangled with seductress Helen Grayle and discovers a web of dark secrets that are better left hidden.",17.9501,/ygk9oP5BJM7viLut42RidNB5JPV.jpg,,,1975-08-08,,,,,,"Farewell, My Lovely",False,6.623,179,"[80, 9648, 53]"
False,/1jdPUUSy37Wzw3xuc8otI86X2gv.jpg,,,,,1575337,,,ja,超かぐや姫！,"Iroha's life gets knocked off its orbit when Kaguya, a carefree runaway from the Moon, moves in and convinces her to perform in a virtual world together.",26.9612,/9I9cM38gecZcwJ0C6r0cwfvtPJP.jpg,,,2026-01-22,,,,,,Cosmic Princess Kaguya!,False,8.313,56,"[16, 14, 10402, 878]"
False,/s94NjfKkcSczZ1FembwmQZwsuwY.jpg,,,,,617126,,,en,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",26.4993,/nf5qaSEvyYSNeFH0YhSs5EsBLX9.jpg,,,2025-07-23,,,,,,The Fantastic 4: First Steps,False,7.0,3092,"[878, 12, 28]"
False,/9uakM2woks0JV8HKIc4oatIVS88.jpg,,,,,1315303,,,en,Primate,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",26.9737,/z97hrgI5wbGbZvSVkBfAeBnFKAg.jpg,,,2026-01-01,,,,,,Primate,False,6.534,484,"[27, 53]"
False,/zQ8AxTPiCiS5nnwXpwTBPBHSaa5.jpg,,,,,557,,,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",26.9342,/kjdJntyBeEvqm9w97QGBdxPptzj.jpg,,,2002-05-01,,,,,,Spider-Man,False,7.323,20404,"[28, 878]"
False,/538U9snNc2fpnOmYXAPUh3zn31H.jpg,,,,,575265,,,en,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",25.6647,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,,,2025-05-17,,,,,,Mission: Impossible - The Final Reckoning,False,7.2,2638,"[28, 53, 12]"
False,/i275mAQP4KhPtYUpMUgBGMmK4WN.jpg,,,,,1249508,,,en,Grizzly Night,"On August 12, 1967, in Montana's Glacier National Park, the unthinkable happened: that same night, nine miles apart, there were not one—but two—fatal grizzly bear attacks.",24.7613,/d3UMQAw5EGRsLEnMfpxorHvbzHg.jpg,,,2026-07-02,,,,,,Grizzly Night,False,0.0,0,"[27, 53, 18]"
False,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,,,,,496243,,,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",25.9689,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,,,2019-05-30,,,,,,Parasite,False,8.5,20285,"[35, 53, 18]"
False,/soKjkMeyySehYjaXuhkteiskSYE.jpg,,,,,17657,,,en,Ice Station Zebra,"A top-secret Soviet spy satellite -- using stolen Western technology -- malfunctions and then goes into a descent that lands it near an isolated Arctic research encampment called Ice Station Zebra, belonging to the British, which starts sending out distress signals before falling silent. The atomic submarine Tigerfish, commanded by Cmdr. James Ferraday (Rock Hudson), is dispatched to save them.",27.1414,/euPqp2J79zAomdgCcdpCmqjRHMy.jpg,,,1968-04-04,,,,,,Ice Station Zebra,False,6.292,180,"[28, 12, 53]"
False,/r2Yysp0MUqhrVCkgHywzpzpXM2l.jpg,,,,,262982,,,en,The Hollow Point,"Los Reyes County, Arizona. Leland, a retired lawman, works with Wallace, the new sheriff who replaces him, when a vicious hit man, sent by a Mexican drug cartel, threatens their border small town.",27.2379,/I3nqs2RHuGNjhIHrU7yG3Ai0fc.jpg,,,2016-12-16,,,,,,The Hollow Point,False,5.73,202,"[28, 18, 53, 80, 37, 12, 9648]"
False,/vle9VKzu7BELqE9Mj4DEamEncTT.jpg,,,,,638460,,,hi,Kasganj,"A brooding, alcoholic police officer with a painful past is sent, against his will, to a government guest house high up in the icy cold, mountains of Himachal Pradesh to investigate the death of a 17 year old girl. The case, reported as a wolf attack, turns out to be a murder. The girl was shot in the head before being eaten by the wolves. All 5 inhabitants of the resoprt are suspects, with each one having an alibi. To the horror of Daljeet, the police officer, this also happens to be a dry resort without any access to alcohol for miles all around. As the the layers of the story start to unravel, the officer has to fight his own frail health and withdrawal from alcohol addiction to find the murderer before it is too late. The only sliver of hope is the one single witness- the murdered girl herself.",21.5368,/4pIXubnvdR0K0W4bIC389auCo3l.jpg,,,2019-04-12,,,,,,Kasganj,False,0.0,0,"[18, 80]"
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,,,,,502356,,,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",31.5924,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,,,2023-04-05,,,,,,The Super Mario Bros. Movie,False,7.59,10345,"[10751, 35, 12, 16, 14]"
False,/snYOXem8pUGOffnLbbGq4aB1pg4.jpg,,,,,1291608,,,hi,धुरंधर,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",25.4345,/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,,,2025-12-05,,,,,,Dhurandhar,False,6.9,218,"[28, 80, 53]"
False,/a29r7tDDR5EWsOegCbrHDczzvNH.jpg,,,,,852665,,,it,Io e mio fratello,"Sofia is the black sheep of her family. She is a 28-year-old gay girl who can’t help but cheat on her partner and struggles to find a stable job. She has left a little town in Calabria, her homeland in Southern Italy, to move to Milan, where she lives with her roommate Alessandro. Mauro is Sofia's brother. Reliable and loving, unlike Sofia with whom he has a troubled relationship, Mauro has never left Calabria and runs the family winery. Despite their opposite attitudes, Sofia and Mauro has one thing in common. Michela is Sofia's first and only love, but she is Mauro’s bride-to-be. When Sofia realizes that she is about to lose the woman of her life, she decides to go back home to Calabria and win back her true love. This unexpected return will break the delicate balance of Mauro and Sofia’s family and will force the two siblings to a showdown, when they will choose who they really want to be when they grow up. A story of rekindled loves, friendship, growth, and family.",16.0044,/d29bZlMiPqBk2MoLqPFpaV2XSGs.jpg,,,2023-04-21,,,,,,My Brother and I,False,6.1,35,[35]
