adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",,179514,tt0756711,['DE'],de,Schüleraustausch,"Florian, Matthias and Enrique drive to school full of anticipation: the exchange students are coming today! A bus full of attractive French girls! That means three weeks of partying, fun and coitus! Unfortunately, their rival Henk crosses their path and runs Florian's VW bus off the road with his jeep. Furious, Florian agrees to a bet with Henk: Whoever bangs more French girls gets the car of the losing team - but the girls Sophie and Caro have other ideas...",23.872,/eCXu4YFVrmYDPX880mJZjhgUQfk.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-02-22,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Schüleraustausch,False,5.944,9
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/3C5brXxnBxfkeKWwA1Fh4xvy4wr.jpg', 'backdrop_path': '/6qkJLRCZp9Y3ovXti5tSuhH0DpO.jpg'}",237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.avatar.com/movies/avatar,19995,tt0499549,['US'],en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",31.9847,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/8wdmrfGcDx3TJxYiiDksLzAW4pB.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 133789, 'logo_path': '/bJdeIb1ET3BkyodAASVDq1x3mls.png', 'name': 'Ingenious Film Partners', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-12-16,2923706026,162,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter the world of Pandora.,Avatar,False,7.6,33629
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"{'id': 1084247, 'name': 'Zootopia Collection', 'poster_path': '/9Cm0kU0TAcJ6MoWYKWOl2LzN70I.jpg', 'backdrop_path': '/1WDssJDYInLA4Avg45lgy3WM6Ly.jpg'}",150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://movies.disney.com/zootopia,269149,tt2948356,['US'],en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",32.827,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,"[{'id': 6125, 'logo_path': '/8bH86UPmMP8hlITzXV3XgV9eaAc.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-02-11,1025521689,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the urban jungle.,Zootopia,False,7.8,17834
False,/bAFnjhweXxHUWjmFzMTuX12Ud3b.jpg,,0,"[{'id': 53, 'name': 'Thriller'}]",,1199193,tt29713815,['GB'],en,Pose,"Isolated in a grand country manor, a reclusive artist spends a passionate and paranoid weekend with his ex-lover, an obsessive fan, and a potential muse. Hoping to spark a new wave of artistic brilliance over the course of a few tumultuous days, filled with chaos and revelation not all of them will make it out alive.",27.9195,/qhyyyWrHUbl6QG4udAJj17CBa5.jpg,"[{'id': 198299, 'logo_path': '/7TCOMMdEz4Gu8MWjeEE2eRGBfWR.png', 'name': 'Good Pals', 'origin_country': 'US'}, {'id': 130899, 'logo_path': '/bJNituvsaH1VbBlKdnbfU4CRY8G.png', 'name': 'SSS Film Capital', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/tXTuZTEcYYB1hIyAAwDyhZE0f7c.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 202995, 'logo_path': '/kD6gd2jSMlgWjhyXHsPoUygFdPA.png', 'name': 'The Syndicate', 'origin_country': 'US'}, {'id': 274597, 'logo_path': '/1lQEAVqHhBzlRQJ1XwFKhX8YYpz.png', 'name': 'American Picture House Corporation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2026-02-25,0,77,[],Released,,Pose,False,6.52,25
False,/mXlDBIHh9hBkDCMNazGV2fEPr5J.jpg,,7800000,"[{'id': 18, 'name': 'Drama'}]",https://www.neonrated.com/film/sentimental-value,1124566,tt27714581,"['FR', 'NO']",no,Affeksjonsverdi,"Sisters Nora and Agnes reunite with their estranged father, the charismatic Gustav, a once-renowned director who offers stage actress Nora a role in what he hopes will be his comeback film. When Nora turns it down, she soon discovers he has given her part to an eager young Hollywood star.",27.6838,/pz9NCWxxOk3o0W3v1Zkhawrwb4i.jpg,"[{'id': 21979, 'logo_path': '/pVdOYVNJracFdcEsDihqz3VSZ0U.png', 'name': 'Mer Film', 'origin_country': 'NO'}, {'id': 199028, 'logo_path': '/eIdSKNL7OLCxIEtZRqebD1uLKDL.png', 'name': 'Eye Eye Pictures', 'origin_country': 'NO'}, {'id': 259543, 'logo_path': None, 'name': 'Lumen', 'origin_country': 'FR'}, {'id': 76, 'logo_path': '/nebkQYtQKhZyHJfh5v0oGpNbPzu.png', 'name': 'Zentropa Entertainments', 'origin_country': 'DK'}, {'id': 1618, 'logo_path': '/dacmPYkpGE9Mbu2dqG2sFTXpsqr.png', 'name': 'Komplizen Film', 'origin_country': 'DE'}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 189258, 'logo_path': '/i77SPCRCRDsFffKvcosikw4dhpP.png', 'name': 'Oslo Filmfond', 'origin_country': 'NO'}, {'id': 218924, 'logo_path': None, 'name': 'Mediefondet Zefyr', 'origin_country': 'NO'}, {'id': 226500, 'logo_path': '/lN6tX0sC8QcKPh4CfpqKeZeyIC.png', 'name': 'Alaz Film', 'origin_country': 'TR'}, {'id': 49936, 'logo_path': None, 'name': ""Don't Look Now"", 'origin_country': 'NO'}, {'id': 228923, 'logo_path': '/lsrFxFozZBdbzUPb7DG5OBcmnuC.png', 'name': 'MK Productions', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 11237, 'logo_path': '/nzPEges9ftjCDQWru0qrIfTX8OR.png', 'name': 'ZDF/Arte', 'origin_country': 'DE'}, {'id': 154209, 'logo_path': None, 'name': 'Storyline Studios', 'origin_country': 'NO'}, {'id': 248673, 'logo_path': None, 'name': 'Léger Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2025-08-20,22000000,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Sentimental Value,False,7.539,719
False,/arNhhBd88bP3Bjoe4HT8MFE1JQA.jpg,"{'id': 1363124, 'name': 'The Family Plan Collection', 'poster_path': '/etf8OuJwaVYCa9NfQTrpPoTvvbj.jpg', 'backdrop_path': '/1nCczfmL9rNDOBJ53w4NrSqJu6F.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://tv.apple.com/movie/umc.cmc.6o6y3wel2lez2tkdu2cv8dzd1,1029575,tt16431870,['US'],en,The Family Plan,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",27.5373,/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,"[{'id': 169668, 'logo_path': '/iGEtQO0W5H2PAgqjL0yubcbSgr4.png', 'name': 'Municipal Pictures', 'origin_country': 'US'}, {'id': 82819, 'logo_path': '/gXfFl9pRPaoaq14jybEn1pHeldr.png', 'name': 'Skydance Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-12-14,0,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A thrilling road trip comedy.,The Family Plan,False,7.228,1826
False,/zYm62AouAahA71AoOWHE5Qb0FYH.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,1646787,tt39715014,['PH'],tl,Sundutan,"A hole on the wall accidentally connects two women emotionally and physically. Forbidden love, greed, betrayal... what lies beyond the hole? And for how long can they keep covering it up?",32.3807,/2neZgVuY7prWIak5hhNKT53Hk0N.jpg,"[{'id': 149142, 'logo_path': '/25oYoXHsfWYlddAzJSBReajN3BM.png', 'name': 'Vivamax', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2026-03-06,0,70,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,Sundutan,False,4.0,1
False,/csGq32FHYS5cO1EszU8jnbebekP.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1396888,tt34526586,['PH'],tl,Celestina: Burlesk Dancer,"Set in the Philippines during the 1940's, Celestina is a story about a woman, a burlesk dancer, who struggles to provide for her family while her husband is a gambling and womanizing drunkard. Despite the hardships, Celestina perseveres and finds strength in her love for her son.",24.8232,/yxhDZP6ddPNHcenrhz6CDxjxQg1.jpg,"[{'id': 149142, 'logo_path': '/25oYoXHsfWYlddAzJSBReajN3BM.png', 'name': 'Vivamax', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2024-12-04,0,119,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,Malugod kayong inaanyayahan sa isang natatanging pagtatanghal ni...,Celestina: Burlesk Dancer,False,3.0,4
False,/yRBc6WY3r1Fz5Cjd6DhSvzqunED.jpg,"{'id': 1540907, 'name': 'Superman (DCU) Collection', 'poster_path': '/2L0dVc82ZWUgo6Fe2lnJ5qqUDId.jpg', 'backdrop_path': '/6xQWbcYRHoVDRkyspTy64x8l22m.jpg'}",225000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",https://www.superman.com,1061474,tt5950044,['US'],en,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",30.4399,/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,"[{'id': 184898, 'logo_path': '/iNTsbEgntSUwHmsZ9whiLhm60WB.png', 'name': 'DC Studios', 'origin_country': 'US'}, {'id': 94218, 'logo_path': '/kxuhS8wyKtVprOn5nckdHyNuSg1.png', 'name': 'Troll Court Entertainment', 'origin_country': 'US'}, {'id': 11565, 'logo_path': '/odU3l6csuBmXUrzFm6araUgEUHQ.png', 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 216687, 'logo_path': '/kKVYqekveOvLK1IgqdJojLjQvtu.png', 'name': 'Domain Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-07-09,616823803,130,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Look up.,Superman,False,7.349,4487
False,/s2zKra2BMfLzsoR9bckXffZoWy9.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,322441,tt0035811,['US'],en,Dixie Dugan,"Roger Hudson, a wealthy businessman who has moved to Washington to work for the government as a ""dollar a year man,"" is late for a radio broadcast about his new department, the Mobilization of Woman Power for War. He takes a cab driven by Dixie Dugan, who hopes that being a cabbie while the country's men are away fighting will help the war effort. Her incompetent driving, however, results in an accident for which Roger must take responsibility in order to reach the radio station in time. Dixie then returns home, where she lives with her father Timothy, who is constantly practicing his air raid warden duties, her mother Gladys, an aspiring Red Cross worker, and cousin Imogene, who studies incessantly to become a ""quiz kid."" The Dugans rent out their spare rooms to Dixie's fiancé, Matt Hogan, and to blustering Judge J. J. Lawson. Matt, who works in a munitions factory, wants Dixie to settle down and marry him, but Dixie is determined to help her country.",27.4818,/wNmKj0rxfZBVmYA9ZsJ63gA0R72.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-03-12,0,63,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She's Fun in the Funnies! She's a Scream on the Screen!,Dixie Dugan,False,5.0,1
False,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/ogyw5LTmL53dVxsppcy8Dlm30Fu.jpg', 'backdrop_path': '/xyhrCEdB4XRkelfVsqXeUZ6rLHi.jpg'}",185000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.warnerbros.com/movies/dark-knight/,155,tt0468569,['US'],en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",32.3796,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 429, 'logo_path': '/4Y00XuSMuP1gimd0jP6JT57QbCI.png', 'name': 'DC', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-16,1004558444,152,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,Welcome to a world without rules.,The Dark Knight,False,8.527,35346
False,,,0,[],,1077731,,['GB'],en,Mandela,"It's 1960. Young activist, Nelson Mandela, rallies the people of South Africa to protest against the racial segregation of apartheid. In 1962 he is arrested and sentenced to life in prison, where he will spend the next 27 years, taken from his wife and children, as the fight for freedom sweeps his country. Infused with the rhythms of South Africa, this soaring new musical tells the extraordinary story of a man who changed the course of modern history—the sacrifices he made as a husband and father, and the global movement that inspired him and his comrades to keep fighting.",27.4582,/wx0QgpK35Jv5Blv5MR7AAqYWb46.jpg,"[{'id': 78648, 'logo_path': '/pzMcIoCLXUMB97r72rGNaZlheEU.png', 'name': 'Young Vic', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-01-19,0,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Mandela,False,0.0,0
False,/m5dA4JZsj78EBTa2D6imWOAebwB.jpg,"{'id': 4246, 'name': 'Scary Movie Collection', 'poster_path': '/8ds74cRhyAza3WcDVT8rZycwSC9.jpg', 'backdrop_path': '/4YFCPV5KXWgIfQ8oTEeIJvtuxVj.jpg'}",19000000,"[{'id': 35, 'name': 'Comedy'}]",,4247,tt0175142,['US'],en,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",27.9151,/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,"[{'id': 10958, 'logo_path': None, 'name': 'Brad Grey Pictures', 'origin_country': 'US'}, {'id': 1607, 'logo_path': None, 'name': 'Gold/Miller Productions', 'origin_country': ''}, {'id': 1608, 'logo_path': None, 'name': 'Wayans Bros. Entertainment', 'origin_country': 'US'}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-07,278023280,88,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No mercy. No shame. No sequel.,Scary Movie,False,6.385,7607
False,/lZ3vcm5HtPX8BeHs4axZABJrYJa.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,1426297,tt34793095,['AR'],es,Hazte la muerta,"A woman wakes up injured in a basement surrounded by corpses. To survive, she pretends to be dead while a grotesque ritual unfolds in the house above.",66.2096,/ixWeYfvXT9AbfM0QPb9kwbVLbLV.jpg,"[{'id': 130106, 'logo_path': None, 'name': 'Dystopia Films', 'origin_country': ''}, {'id': 97315, 'logo_path': None, 'name': 'Black Mandala', 'origin_country': 'NZ'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2025-03-29,0,72,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,When your best chance to live is to die.,Play Dead,False,5.875,20
False,/1OGpHtpa58vmIOUyHVQJOSKjkJQ.jpg,,0,"[{'id': 37, 'name': 'Western'}]",,4934,tt0062975,['US'],en,Firecreek,"A peace-loving, part-time sheriff in the small town of Firecreek must take a stand when a gang of vicious outlaws takes over his town.",23.046,/zypuu5aEoyM5tadMAkbNm3Kccq9.jpg,"[{'id': 4051, 'logo_path': '/cr7fvW3IZ1xQmlHTk0CHqoa038b.png', 'name': 'Warner Bros.-Seven Arts', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-01-24,0,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,JAMES STEWART -- HENRY FONDA MEET IN THE HEAT OF FIRECREEK,Firecreek,False,6.322,73
False,/t29rVDjDzZp9mPOZ5TDbwbNgvBP.jpg,,65000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,14262,tt0075936,['US'],en,Desperate Living,"After killing her husband, Peggy Gravel and her murderous maid Grizelda wind up in the crazy town of Mortville, where Queen Carlotta presides over a sleazy collection of misfits.",41.5605,/nVus5axqx1MBldy5RO2Rf5AEUqu.jpg,"[{'id': 2880, 'logo_path': None, 'name': 'Charm City Productions', 'origin_country': 'US'}, {'id': 38223, 'logo_path': None, 'name': 'Dreamland', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-05-27,0,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The world may never be the same again!,Desperate Living,False,6.4,114
False,/eQoMLDmceauQdIUH475VR0W7jJV.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,10703,tt0429078,"['CN', 'HK']",zh,七劍,"In the middle of the 17th century, the Manchus conquered China and founded the Ching dynasty. Due to widespread uprisings against the new rulers, the study and practice of traditional martial arts is forbidden and punishable by death. The unscrupulous leader of a troop of mercenaries takes advantage of this situation to make a fortune with the bounty on his head.",19.8359,/irZQJV9fv6XSbWmwquKSWCLDqDg.jpg,"[{'id': 2965, 'logo_path': None, 'name': 'SCS Entertainment', 'origin_country': 'KR'}, {'id': 3618, 'logo_path': None, 'name': 'Film Workshop', 'origin_country': 'HK'}, {'id': 4054, 'logo_path': '/3FRmZA2Mizdncwk8pqgy27xXjhP.png', 'name': 'Mandarin Films', 'origin_country': 'HK'}, {'id': 4617, 'logo_path': None, 'name': 'Beijing Ciwen Digital Oriental Film & TV Production Co.', 'origin_country': ''}, {'id': 5637, 'logo_path': None, 'name': 'City Glory Pictures Ltd.', 'origin_country': ''}, {'id': 11840, 'logo_path': '/8oyCRYf6ezxB5h8HJIPVG8JjzgL.png', 'name': 'Film Victoria', 'origin_country': 'AU'}, {'id': 1615, 'logo_path': '/4eBmyaFkD9um04Weu6ybnLWNSVH.png', 'name': 'Fortissimo Films', 'origin_country': 'NL'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",2005-07-25,3473290,152,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Seven heroes one adventures.,Seven Swords,False,6.237,192
False,/5uiaW1yJPhGPdCXqGIkC5zeRfDg.jpg,"{'id': 166378, 'name': 'Joy Ride Collection', 'poster_path': '/uyEO8akGeKe4EgQftBWIbUCb61H.jpg', 'backdrop_path': '/eDU0xWJge0Sj2A1hyp5NtTcc3OZ.jpg'}",23000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,10866,tt0206314,['US'],en,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",19.2679,/1LVGjf1QWgkNNPQssZtuT1GYKoP.jpg,"[{'id': 508, 'logo_path': '/4sGWXoboEkWPphI6es6rTmqkCBh.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 11461, 'logo_path': '/p9FoEt5shEKRWRKVIlvFaEmRnun.png', 'name': 'Bad Robot', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05,36642838,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It started as a joke. Now the joke is on them.,Joy Ride,False,6.5,1319
False,/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg,"{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/qNHZMe92A7Pyl46qUH29hVOtbSK.jpg', 'backdrop_path': '/lhsd1zCsq5UquvcNalmhuddV3tI.jpg'}",60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",http://www.dreamworksanimation.com/shrek/,808,tt0126029,['US'],en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",26.3754,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,"[{'id': 520, 'logo_path': '/pU7YTI9FfrICurXpl5V9TfCO0oJ.png', 'name': 'Pacific Data Images', 'origin_country': 'US'}, {'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-18,488977919,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest fairy tale never told.,Shrek,False,7.757,18501
False,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/oENY593nKRVL2PnxXsMtlh8izb4.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",94000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net,122,tt0167260,['US'],en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",30.4003,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 5237, 'logo_path': '/mlnr7vsBHvLye8oEb5A76C0t8x9.png', 'name': 'The Saul Zaentz Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-12-17,1118888979,201,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,False,8.494,26186
